# JAS_WU																								
# Units: Mgal/day																								
# released 2014, March 7
huc12	newhydroid	AqGwWL	CoGwWL	DoGwWL	InGwWL	IrGwWL	LvGwWL	MiGwWL	ReGwWL	TeGwWL	WsGwWL	AqSwWL	CoSwWL	InSwWL	IrSwWL	MiSwWL	TeSwWL	WsSwWL	InGwRT	InSwRT	STswRT	WSgwRT	WSunkTR	WStrans
20401010304	373	0	0	0	0	0	0	0	1	0	-0.009769547	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010304	309	0	0	0	0	0	0	0	1	0	-0.013865816	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010304	366	0	0	0	0	0	0	0	1	0	-0.014652387	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010304	384	0	0	0	0	0	0	0	1	0	-0.020313727	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010304	372	0	0	0	0	0	0	0	1	0	-0.02082126	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010304	364	0	0	0	0	0	0	0	1	0	-0.021551786	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010304	312	0	0	0	0	0	0	0	1	0	-0.026947166	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010304	328	0	0	0	0	0	0	0	1	0	-0.053941382	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010305	404	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010305	392	0	0	0	0	0	0	0	1	0	-5.39E-05	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010305	371	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010305	406	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010305	419	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.42E-06	0	1	0
20401010305	405	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2.79E-07	0	1	0
20401010305	381	0	0	0	0	0	0	0	1	0	-0.000243849	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010305	398	0	0	0	0	0	0	0	1	0	-0.000174467	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010305	412	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2.94E-07	0	1	0
20401010305	411	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010305	429	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.48E-07	0	1	0
20401010305	396	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010305	413	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.65E-08	0	1	0
20401010305	345	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.004352924
20401010305	427	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010305	356	0	0	0	0	0	0	0	1	0	-0.000233894	0	0	0	0	0	0	0	0	0	0	0	1	-0.002956148
20401010306	369	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010306	331	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.003491896
20401010306	322	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.00272065
20401010306	332	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010306	368	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.37E-06	0	1	0
20401010307	435	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3.28E-06	0	1	0
20401010307	420	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8.32E-06	0	1	0
20401010307	445	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9.42E-06	0	1	0
20401010307	432	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.41E-05	0	1	0
20401010307	454	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.82E-05	0	1	0
20401010307	439	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5.15E-05	0	1	0
20401010307	455	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5.28E-05	0	1	0
20401010307	473	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5.43E-05	0	1	0
20401010307	438	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5.51E-05	0	1	0
20401010307	431	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6.06E-05	0	1	0
20401010307	456	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7.97E-05	0	1	0
20401010307	434	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.000108874	0	1	0
20401010307	453	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.000146758	0	1	0
20401010307	474	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.000190892	0	1	0
20401010401	553	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010401	543	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010401	548	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010401	542	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010401	544	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010401	537	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010401	563	0	0	0	0	0	0	0	1	0	-1.01E-06	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010402	507	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010402	534	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010402	517	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010402	573	0	0	0	0	0	0	0	1	0	-1.24E-05	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010402	520	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010402	519	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.37E-06	0	1	0
20401010403	505	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010403	500	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010403	472	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5.14E-07	0	1	0
20401010403	493	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010403	478	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010403	506	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.71E-08	0	1	0
20401010403	447	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.42E-06	0	1	0
